,id,content,location_traffic_convenience,location_distance_from_business_district,location_easy_to_find,service_wait_time,service_waiters_attitude,service_parking_convenience,service_serving_speed,price_level,price_cost_effective,price_discount,environment_decoration,environment_noise,environment_space,environment_cleaness,dish_portion,dish_taste,dish_look,dish_recommendation,others_overall_experience,others_willing_to_consume_again
3270,3270,"""再一次吃大餐，感觉超好。这次是到奥德乐的料理先生的十五分钟，第一感觉是服务人员实在是太热情啦，大声喊着欢迎光临，有点受宠若惊的，嘻嘻。稍等片刻，那个有特点的锅开始开火，旁边放着一个沙漏，据说就是15分钟，锅里的东西确实还不错，年糕，火腿，辛拉面，小菜等等，主要是锅里的大骨汤好喝，酸酸辣辣的，有滋有味。超赞，大家忙的乐乎乐乎的，连汤带菜的一块吃。确实有点韩国风味里。忘说，墙上的壁画也很有特点，超级好看，直接上图片吧！！！""",-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,1,-2
3271,3271,"""非常感谢大众点评又一次请我吃霸王餐，感谢感谢！以后会一直忠心地支持！！！首先谈谈预约，看到大家的点评，我们也是没预约就去了，果然是不用预约的，不过建议最好消费之前记得先吧现金券兑换了再消费，服务员会在单子上面给你减去100块的。地点就在南田路那个十字路口，以前的宝丽金对面，交通很便利。环境就是一般的大酒楼，还是比较干净的，我们那天去得早，11点多就到了，人比较少，到了高峰的时候人多了起来就有点嘈杂，而且位置会显得比较拥挤，我们坐在1楼。菜品的话我们点了4个，炒圣子¥28，油比较多，不是想象中的那种潮汕的风味，味道有点淡，总体来说还是不错；炒通菜¥26，也是比较清淡，油比较多，总体来说还可以；牛丸汤¥38，这个真不错，汤里面还有菜，牛丸是正宗的潮汕牛丸，很有弹性很爽口，非常好吃，这个真心推荐！炒米线¥26，炒得还行，最后一个上的，油不多，反而也是有点淡。我们最后自己付了26块，还是非常实惠的。下次还会在选择，不过味道要是加强一点没那么淡会让人有一种流连忘返的感觉，继续支持，祝生意兴隆！""",1,-2,1,-2,-2,-2,-2,1,-2,1,-2,-1,-1,1,-2,0,-2,1,1,0
3272,3272,"""中午去松江办事，靠近大学城三期，中饭和同事随便吃吃，那里很多饭馆，看到有一家日式料理，叫日合屋！这家环境不错听老板说刚装修过很有日式特色！厨房半开放式的，居然冷菜和热菜一个厨房~服务员只有两个一个楼下一个楼上，服务员有点呆呆的好像新来的问什么都不知道！叫她倒水也只倒一杯水，无语！我们点了冷豆腐，三块大大的上面放了国产的木鱼花和小番茄配合酱油味道还是不错的！蔬菜色拉小小一碗两三口没了，味道芝麻酱不是很好吃！炸物品盘里面有炸猪排3块还行蛮厚的，炸鸡块3块略老味道一般而且有点焦，炸薯条也就那味道！刺身拼盘32元里面只有迷你的北极贝没啥口感和冷冻三文鱼不是冰鲜的一吃就吃出来了，口感超级难吃！希望改进冷冻三文鱼生吃对身体不好的！唯一味道还可以的是泡菜牛肉小火锅，里面大白菜，菠菜，胡萝卜，豆腐和泡菜和少许肥牛，汤底很鲜美味道不错，另外单点了金针菇！最难吃的当属奇葩的日式牛肉饭居然饭上放卷心菜丝，旁边一点点的肥牛肯定澳洲牛肉骗老味道很一般，不好吃！整体感觉一般般就环境好一点，买单居然没发票，工作餐不能报销了，顿时心情差到极点）：""",-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,1,1,1,1,0,0,-2,-2,-1,-2
3273,3273,"""最近看到有朋友在朋友圈大半夜放毒，晒肉蟹煲，满满一锅浓油赤酱的鸡爪，牛蛙，肉蟹，看的来睡意全无，只想着第二天晚上去过过腻头。
以前来过这家，觉得价格和味道还有环境都还行，关键离地铁近，回去方便，所以还是来这家店解馋。
这里的广场不知道是不是因为被地铁隔开的关系，整个吃货楼除了小杨外看上去生意都一般的样子。
点了肉蟹煲，其实一开始吃味道是最好的，烧到后来越吃越咸，舌头也因为吃蟹有点破了，而且吃的差不多饱了，所以最后一点吃的没什么感觉。
整体觉得这样烧法和组合还是很喜欢，店家有折扣的话，性价比还是可以的。""",1,1,-2,-2,-2,-2,-2,1,1,0,1,1,1,1,-2,1,-2,-2,1,-2
3274,3274,"""因为在附近画画，画完就随便搜了一下，就决定来这家了。不过因为时间比较晚，所以店内服务员已经是午休时间了，反应都比较木，这点不是很好。我们要点餐，一排人坐在那，都没有反应，即使看到我们招手示意点菜了。
再说菜品，点的不多。猪颈肉烤的太老了，有点焦，比较难咬。
菠萝饭，无功无过，米饭比较好吃，里面大虾也有好几只。
小吃拼盘，很划算，而且种类比较丰富，最爱的还是虾饼，哈哈，搭配的酱料味道也不错
点了香茅蜂蜜饮，很喜欢这口感。每次吃泰式料理必点香茅草，嘿嘿""",-2,-2,-2,-2,-1,-2,-2,-2,1,-2,-2,-2,-2,-2,1,0,-2,-2,0,-2
3275,3275,"""昨天晚上7点40到滴！在大众自助海鲜火锅推荐排行榜中最终选定的！吃了很多雪花肥牛+肥羊很满足！感觉比一般火锅滴口感好，都是整片的！不容易煮散！蟹柳应该是川崎的！饮料芒果汁+梅子汁都很好喝！冰镇滴非常棒，解吃肉滴油腻！没拿多少基围虾，大家都好爱抢这个人，个人觉得没必要，超市39一斤，个个鲜活还大，白灼肉制鲜甜！这里基围虾冻过，虾肉吃不出甜味！不如吃肥牛肥羊实在口感好！吃完才发现原本我是冲着梭子蟹来滴！竟然冲头到尾没看见！只看见别桌上滴阿拉斯加蟹腿！不过都是冻鲜！跟金钱豹一样！蟹腿肉很细，这种蟹腿个人感觉任何自助里都一般，谈不上鲜！冰淇凌就是一般！没什么奶味！香芋味凑合！印度飞饼，切得很仔细，按照香蕉摆放滴地方大小切片的！除了略微有些油！其它都不错！烤鱼没尝试，很小！没有烤羊排牛排之类的！火锅配菜里午餐肉缺失不错，接近梅林滴肉质，差一度！是吃过火锅里口感最好的！
希望下次去有梭子蟹可以吃哈！""",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,1,1
3276,3276,"""对于重庆火锅还是挺喜欢的，晚上吃宵夜正好想吃火锅就挑这家了！鸭肠，挺好吃的，很脆，排盘方式是挂式的，挺有创意的，也好看。毛肚，没有想象中的那么好，有些泛白，不知道拿什么泡的。吃辣锅最好吃的就是血了，美味呀！好吧，我火锅吃得最多的是蔬菜，莴笋藕片都是必点的。他家送的红糖糍粑很好吃，很脆就是有点粘牙。总体感觉还是挺好的，就是吃完身上的味道，有点……走出去所有人都知道你是吃完火锅的节奏。下次宵夜这家还是可以的……""",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,-2,1,1
3277,3277,"""还没有正式开业 去的时候2楼试营业 我们四个人花了不到200 性价比真心高啊 路过门口的时候没太注意 一进到楼上 别有洞天 先说环境 装修的设计非常用心 文艺范十足 每个细节都到位了 桌上还配了充电电源 很贴心 再说菜品 锅底辣度是我刚刚能接受的程度 不像有些辣火锅辣到吃不进嘴 串串很新鲜干净 酱料选择也很多 推荐干碟 跟我在成都吃的味道一模一样 他家居然有绿色的王老吉 大爱啊 以前觉得万达整条街除了喜来烤肉 别的真的没什么可吃 这回会经常光顾希望他家能坚持下去 给个大赞""",-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,-2,-2,1,-2,1,-2,1,1,1
3278,3278,"""被大众点评抽中的，真的是好开心呢，恰巧有朋友过生日，真的是来的太及时了，大众太贴心了！提前一天预约不知道怎么了没有登记，工作人员本来建议是过两天送给我，可是无奈当天就是朋友生日，工作人员答应给我加班马上做一个，真是不好意思了呢！
先说一下位置吧，就在大行宫地铁站旁边的长安大厦，开车的朋友可以停在下面，不过新手会不太容易，大厦的电梯不是特别好等，感觉等了好久好久。
环境：一到15楼就能闻到浓浓的香味，顺着香味就能找到了呢。烘焙馆不小哦，很清爽，很干净，还有好多小朋友在做甜品，很专业的样子，下次我也想试试看
口味：真是不用多说了，裸蛋糕，样子好看，一层一层，货真价实的感觉，真是棒棒的呢！奶油很香浓，感觉应该用的材料真的不错，还有店家补偿我的布丁，虽然那天不是很顺利，但是还是算圆满完成了，感谢店家！""",1,1,-2,-2,1,-2,-2,-2,-2,1,0,-2,1,1,1,1,1,-2,1,-2
3279,3279,"""店主人是一对年轻夫妇，非常热情。店面的位置不太好找，在长楹天街的南侧，也就是出了天街，后面的写字楼里，这里也有一排餐饮，店面比较小，有些店还在装修。
总体来说，饭菜比较可口，大碗的米饭不够还还可以再加。大概有6,7种口味可以选择，我要的是黑胡椒口味。比较遗憾的是，都是鸡肉，不过价格便宜量又足，建议老板增加点别的肉的选择，可以向上拓展。十几元的套餐吃的很饱，不爱做饭的时候，一个人的时候，可以选择这里。吃饱后继续逛龙湖，呵呵！""",-2,-2,0,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,0,1
3280,3280,"""同学小聚选了这里，因为环境好，交通便利。到这里时已经中午1点了，还需要拿号。现在门口增加了山楂水和热开水，可以自取饮用，这点挺好的。居然还给我们安排了单间，服务还是一如既往的好。只是菜单改了菜，感觉没有以前的菜好。凉皮太辣了，没吃多少，肉龙和疙瘩汤放的时间太久没来得及吃都凉了，不知道味道如何。带鱼口味不错，两种口味可选；芝心虾球没什么特色，器皿倒是被我们拿了照相用；扣肉这种硬菜男生比较喜欢；还有手抓饭也深受男生欢迎；一个什么葱油鸡之类的菜，葱真心多，肉真心少且口味一般，不建议点。""",1,-2,-2,-2,1,-2,-2,-2,-2,-2,1,1,1,1,0,0,-2,-1,0,-2
3281,3281,"""妈妈生日去吃的，因为一点事情迟到了一个多小时，所以刚坐下乒乒乓乓乱点一顿菜就开吃了。环境就是海洋感觉吧，现在这种店也多了，所以没太留意。

具体说说菜品：

#海鲜类#
三文鱼品质超棒！甩天棚海鲜三条街吧，我猜这里是进口的？猜错不怪我～

醉蟹是我喜欢的口感，就是价格比外面卖的贵点，饭店嘛也可以理解。

大明虾也很赞剥开外壳那扎实的肉感太满足了。

小鲍鱼还行吧，个头一般，本身没调味，配合他家酱汁会好一些。

皮皮虾，竹蛏感觉一般，下次来大概不会点了，可能是我懒，不爱这种壳多肉少的。章鱼太爱老了，来不及吃。面包蟹性价比较低，不太适合这种蒸这种做法，我口味比较重，所以也不太推荐。

#主食类#
其实吃到这里我们四个人已经饱了，所以主食类有的只尝了一口，有的都没吃，只能大概写写了。（这种做法太浪费，不推荐效仿，点菜量力而行。）

培根卷是打包回家吃的，意外的还不错。培根肉头超级扎实，感觉不是超市卖的那种毫无诚意的培根片。

排骨干贝粥，当场喝了一口，很鲜……鲜到眉毛掉下来，而且我们吃太久，米粒都化开了，变成鲜米汤了，蛮适合吃完海鲜养胃的。排骨干贝不太多。打包回家以后发现变的不好吃了，大概海鲜的腥味出来了吧。

发糕，不知道是不是叫这个名字，就那种上面有个红枣的糕，我很喜欢吃这种东西，哪儿的都喜欢。所以这家的我也觉得不错，至少发出来了，是我要的。

服务有点小乱，有时候服务员会搞不清还需要蒸多久，但是有个要求什么的也都能满足，无功无过。

海鲜新鲜，价格适中，也不伤胃。下次想吃海鲜应该还会去的。""",-2,-2,-2,-2,0,-2,-2,0,-1,-2,1,-2,-2,-2,0,0,-2,-1,1,1
3282,3282,"""长沙有数不清的各种大小蛋糕店，基本都去光顾过，85度c算比较喜欢的一个店子。这家是左家垅车站附近的一家店，大学城附近，所以学生很多，店不算很大，所以环境时常会显得有些拥挤。店里的服务员mm态度基本都还是很好的，有问必答。店里弥漫着蛋糕面包的香气，让人很愉悦。面包我比较喜欢恺撒，金枪鱼，蒜香面包等等。蛋糕觉得大多都不错，也许是因为本来蛋糕就有让人开心的魔力，喜欢提拉米苏，乳酪蛋糕的口味。有时候店里也会做各种活动，赶上就更是赚到。饮品也不错，一颗柠檬茶，各种奶茶，咖啡都普遍性价比不错。""",1,-2,-2,-2,1,-2,-2,-2,1,0,-2,-2,-1,-2,-2,1,-2,-2,1,-2
3283,3283,"""团了很久，开始有香坊店可以去，后来不知为什么就没有了，剩下这两个店都离得比较远，不过看评价说味道不错，就一直没有退，今天吃了，果然味道还不错。就在学府四道街，黑大侧门，非常好找，临近测绘路。里面房间不是很大，但很干净。吧台点餐，菜品数量不是很多，而且还有好多菜会不定期的没有，不过看起来都是家常菜品，很大众。点了著名的锅包肉，真的没有失望，感觉肉很新鲜，炸的也很到位，非常好吃，推荐尝尝。清炒的素材就比较一般了，都是黄瓜，翠绿翠绿的，一点点的木耳，虾仁稍微比木耳多点，不过味道还可以，比较清淡。因为感觉天有点冷，所以点了丸子汤，味道很好，和家里做的一样，丸子很香，还有豆腐块，汤也很清淡。总体非常满意。""",-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,1,-2,1,-2,-2,1,-2
3284,3284,"""中了大众点评的霸王餐，里面有凡尔赛汉堡，草莓番石榴苏打水和美式粗薯条。地址在北京东路环亚凯瑟琳广场，要不是去探店还不知这个地方呢。广场还挺美的，闹中取静，从星巴克那边下了楼梯绕了一圈才找到。装修风格很喜欢，12点多去的，坐了几桌吧。后来陆续人多了，生意还挺好的。先说汉堡包，挺大个，包在纸袋里方便食用，里面有培根，牛肉，各种蔬菜，酱汁。咬下去真的超级满足。而且面饼内侧还有煎烤过哦，所以吃起来脆脆的，配了酸黄瓜去腻。反正我吃了一个就真的很饱了！！石榴汁很好喝，酸酸甜甜，颜色看着也很有食欲。薯条很扎实，是在吃不下了就没吃几根。这个套餐女生吃真的很足够啦，就是价格略贵，不过汉堡量真的多。服务员态度也很好，点赞！""",-2,-2,-2,-2,1,-2,-2,-1,-2,1,1,-2,-2,-2,1,1,1,-2,1,-2
3285,3285,"""周末吃的火锅,新华国际那里,上的3楼,大厅比较小,客人不多,看了下,有包厢。
调料是自助的，6元一位，有凉菜2种，海带丝和泡菜，水果2种，西瓜和哈密瓜，分量不多，一上来就很快被抢光了，醋不是很好，朋友说是醋精调和的，我也不是太懂，就是觉得闻起来吧，味道确实怪怪的。
点的鸳鸯锅底，辣锅还是挺辣的，喊了服务员过来加了白汤调和了下，而且非常感谢服务员给我们加了汤。。。呵呵，最近的社会新闻，大家应该都懂的。。。
不过话说回来，本身尊重就是相互的，说到这里，这家的服务态度很好，服务员都笑开了花，你是这样的热情啊热情啊热情啊。
因为上个周末刚吃了洞子张，所以对比下了，感受还是比较强烈的，因为这家虽然不出名，但是价格也是不便宜的，感觉跟洞子张差不多，但是个人觉得口味上以及食材上都要差很多。
点的豆腐皮，特别厚，然后腐竹很硬，煮了很久吃起来还是硬硬的。蟹子包里面的馅不鲜，感觉很散。其他都中规中矩没什么可说的，唯一觉得土豆还不错，好吃。
""",-2,1,-2,-2,1,-2,-2,-1,-2,-2,-2,-2,-1,-2,0,0,-2,-2,0,-2
3286,3286,"""中午吃饭经常头痛不知道吃什么，这家店就开在原平路上新中对面，啦家很近，所以通常就会就近解决午餐问题。                                         店面看着很干净，采用的是快餐店常用的橘色灯光，随意感觉还挺温暖的，店面氛来分为上下两层，看着还挺多座位的经常会有学生进去写作业聊天什么的，几点一杯可乐，服务员也不会赶，态度很不错。而且店内提供wifi，很适合学生党。                                        说说食物吧，今天中午过去点了一份个人餐，感觉他家都是现点现做的，所以通常会要等一会儿，然后好了服务员会叫你，随然会耽误点时间但是至少保证了上午的新鲜程度，个人觉得油炸食品的即食性很重要。团购的套餐里含了一份薯条，一个汉堡喝一杯可乐。因为现点现做，所以汉堡里的鸡排拿到手的时候通常会是烫烫的，外皮会很脆，要靠里面会有看到见汁水，再配上生菜和色拉酱，个人觉得热热的时候比K家的好吃不少，当然冷了之后由于口味相比K家略清淡，所以会逊色些。                          薯条就是快餐店最常见的那种细细长长的薯条，这个一般是事先炸好的，但是因为每次炸的量不大，所以基本更新率会很快，所以通常也都会是热的到手，他们家的薯条属于燕不是撒的特别多的那种，我个人是比较喜欢的，配上番茄酱简直绝配而且她家的番茄酱是亨氏的，酸甜度很符合我的口味，属于是偏甜但是不咸的那种很喜欢。 至于套餐里的可乐个人觉得完全就是鸡肋，一喝就是很甜但是气泡不足可乐味不浓的那种。                            总体说来，这家个人还是很喜欢的，口味不错在考虑到价格，性价比见证超级高的，值得推荐给就在周围的朋友""",-2,-2,-2,-2,1,-2,-2,-2,1,-2,1,1,-2,1,-2,0,-2,-2,1,1
3287,3287,"""之前在顺旺基的春申路店吃过一次，感觉挺不错的，菜量大，味道不错，米饭还意外的好处。于是看到大众点评出了储值卡的团购就毫不犹豫的买了，前不久出去玩，回来正好路过自己家附近的顺旺基，就想着去尝尝，很顺利的换好了储值卡，点了几个之前没吃过的菜。

吃完真心感觉到，中式连锁快餐最大的弊端就是质量不稳定，跟春申路店相比，味道不至于差很多，还是不错的。但是菜量少了不是一星半点儿，容器真够抠门的，一个平平整整的小碟子，能放多少菜，虽然价格便宜，但是也不能这样吧，跟春申路店比起来，大概不到一半的菜量。还有米饭，真是太干太硬了，无限量添加也得有那个本事吃得下去才行，看来以后我还是老老实实的去春申路店吧。""",-2,-2,-2,-2,-2,-2,-2,1,-2,0,-2,-2,-2,-2,-1,0,-2,-2,-1,0
3288,3288,"""第一次来这家店吃，走云南菜原生态格调。松茸猪肚鸡感觉不错。首先服务很主动很热情，宾至如归的感觉。然后说说食材，团购的是98的套餐，一锅鸡，两个人吃刚刚好，鸡肉是走地鸡，加了红枣松茸猪肚一起煲，然后是一篮野菜，如图有两种类型。吃法：先喝汤，然后吃鸡肉猪肚，吃松茸，最后下野菜。野菜微微干苦，是我喜欢的味蕾。美中不足的地方是，鸡肉切的太大块，而且有点难咬动，建议切小块一点会比较合适。总体感觉5分，下次再来尝尝猪肚鸡吧。""",-2,-2,-2,-2,1,-2,-2,-2,-2,0,-2,-2,-2,-2,0,1,-2,-2,1,1
3289,3289,"""☺️☺️很开心这次中了这个蛋糕霸王餐  感觉好值好激动   前几天就送到了因为我懒一直没来得及点评  
首先是按照点评上的电话打电话预订的  没想到直接打到了北京总部  好像是然后她们再告知天津分店的意思  然后放下电话查了一下北京的店  好评不错 于是就更加期待啦   因为想要一起分享的人多  所以跟他们说了想多要份餐具  也都有备齐
送货当天 首先先是之前发短信提醒送货  然后收货的时候还有验证码象征着已签收  蛋糕保存的很好  一点没有挤坏
买的意大利五种口味的那款  第一次嘛  先多尝试几款 巧克力的味道要强推  很纯正很天然的那种   用料好的蛋糕是尝的出来的  蓝莓果酱也是很稠有小果肉的那种   提拉米苏的味道很正宗    因为拿来分给同事一起吃了  品质那么好  大家都喜欢  我也放心啦
作为细节控  还有一点觉得很贴心的就是蜡烛  虽然和餐具餐巾纸一样都是赠品 但是并没有因为免费而降低了它们的质量  反而会更有贴心的感觉。
现在线上订线下送货的方式更加普遍  尤其对于蛋糕这种易坏物品  送货到家的方式肯定更受欢迎   因为可以分成20多个小块  跟同事一起合买当作下午茶也是不错的选择呀  店家的品质那么好  以后的生意一定越来越好的呀  总之 是一家值得安利给身边人的蛋糕店""",-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,1,1,1,1,1
3290,3290,"""照片按喜好度排列，芝士杯灰常好吃，竟然没人推荐！

小伙伴说朋友新开的餐厅去试试吧，带着捧场的心态去了，没想到好吃呢，必须回购，哈～
悄悄开在美罗城的背后，星巴克对面，奥特曼罗森主题店隔壁，真是好位置。挑了露天的座位，这个天气没有蚊子，吹着小风，真是惬意～

服务生小哥很Nice，问了WI-FI密码，说太难输了，帮我输，点个赞。不过，店长还是在桌上竖个小牌子吧～

照例参考大众点评点单，创意西班牙菜吧。

焗扇贝，好吃，多的酱汁蘸面包，一口吞的幸福。

墨鱼中卷，以为是法拉卷的样子，问了服务生是饭无疑。好奇这个名字是肿么起的，难道是墨鱼圈圈代表中卷？请店家解答，哈～饭好吃的，2个人吃刚刚好，虽然还想吃，但是吃太多别的菜就吃不下啦。

三文鱼牛油果色拉，量好大哦，喜欢里面的蘑菇囧。

芝士杯，抱歉，名字忘记了。。芝士口下面铺着巧克力饼干，甜点爱好者请务必尝一下，湿润的饼干口感一级棒！改天下午茶再来～
幸运的碰上了行政主厨出来招呼，才得到推荐吃到芝士杯，行政主厨实在可爱。

凉风微醺，简直想来杯酒，可惜实在是没肚子。。。
店家如果晚上点个蜡烛，就更赞啦！""",1,1,1,-2,1,-2,-2,-2,-2,-2,1,-2,-2,-2,1,1,-2,1,1,1
3291,3291,"""位于西门口地铁站附近的廉价寿司店，算是方便容易找到，店铺很细一间，好像还有二楼，但冇上去睇过，有绿茶和玄米茶可供选择。
#叉烧拉面#个碗好大，用料算多，叉烧味道一般，有生菜，总觉得唔系好搭。
#三文鱼腩刺身#个F话好似唔系几新鲜，我觉得还好。
#10元寿司拼盘套餐#有两件寿司可以自选，饭比较多，可以食饱，但味道真系麻麻地。
最重要的酱油和芥末都是很一般，不过就性价比黎讲算高，适合对味道要求不高的客人。""",1,-2,1,-2,-2,-2,-2,0,1,-2,-2,-2,0,-2,1,0,0,-2,0,-2
3292,3292,"""口味赞：
大酱骨：价格划算，排骨炖的酥烂入味，非常赞，来了一定不要忘记点了；
黄花鱼：口感吃起来像豆豉鲮鱼，没有太惊喜，但是也不难吃；
手锤茄子卷饼：蛮特别的一道菜，茄子泥里面有很多很香的花生碎，不太咸，当作主食不错；
五花肉炒笔管：一定要点，一定要点，一定要点！重要的事说三遍，肉香，笔管嫩，酱味足！
蒜蓉虾：正常的好吃，一定要点；
油淋扇贝：扇贝肉多，无沙，味道好；
肉松蟹味菇：咸甜香口，油炸食品，好吃，很好吃，人人都爱的口味。
果汁里面能喝到鲜果粒，不错！特别喜欢桃汁。

整个店面装修非常有特点，干净舒服有调调，喜欢！我们去得早不用排队，很爽！最后结账250元，好不清白的价格啊！哈哈哈，四个人吃得很满足。""",-2,-2,-2,1,-2,-2,-2,1,1,-2,1,-2,-2,1,-2,1,-2,-2,1,-2
3293,3293,"""民间饭庄，老牌子了！保持了一贯的瓦罐汤水准，汤鲜香料实劲。尤其是河蚌汤和老鸭汤，能吃上还真得看运气，但凡晚来一会儿，就喝不上。菜色虽说是赣菜，但却少了一份油腻和火辣，很多菜做了改良，也有一些菜可以免辣，满足了大多数人的口味同时又保证了赣菜的经典，比如糯米排骨，水晶虾等，都是值得期待的。但要说到环境，那确实有些不好恭维，大堂在饭店，基本上就是人潮涌动，嘈杂，还不区分无烟确实不是一个卖环境的地方。服务么，由于人多，可能是有些顾及不上，值得改进。""",-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,1,-2,-2,0,-2
3294,3294,"""去广州玩的时候住在沙园地铁站附近，得知乐峰广场这家店早上很早就开门了，所以打算回程的时候打包些茶点，路上吃来着，刚进去就看到有好多人在吃了，点了2份红豆双皮奶、蛋挞、虾饺和流沙包，和服务员说明要打包来着，结果各种等，后来总算虾饺和流沙包来了，又是各种等，因为要赶飞机✈时间有点紧，就让服务员催了下，真的是够慢的，将近40分钟所有东西才算是齐了，心累啊，如果不急的话，也想悠闲的吃，期间询问蛋挞什么时候好，没有的话就不要了，真是催了又催。
蛋黄流沙包：味道很甜，小伙伴很喜欢。
虾饺：估计是冷掉了的缘故，味道一般般
蛋挞：这个味道不错，奶香味很足
红豆双皮奶：是用小碗做的所以，打包样子会很丑全是散的，吃了一口味道不是很好吃，就弃了。
只能说上菜速度真心慢，等待期间还有一桌客人和服务员吵起起来了😓😓无语😶""",1,-2,-2,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,0,-1,-2,0,-2
3295,3295,"""一直想吃一次桂满陇但其火爆程度实在让人望而却步。好几次都因为预计要排两小时以上而改吃其他的。这次终于有小伙伴牺牲休息时间一早就去排队，9点58分拿的已经是中桌五号。所有招牌菜都点一遍，一个个试过来，发现很多菜都噱头大于口味，比如孜然菠菜，比如断桥残雪，比如叫花鸡……孜然菠菜一上桌着实让人吓一跳以为那团泡泡是洗洁精泡沫，断桥残雪也就是肋排加点干冰，不过确实好看，忍不住拍小视频。口味什么都无功无过，没有特别惊艳的菜，点了扎酸梅汁也比其他店淡很多。如果不排队的话会再来吃，排队的话还是算了。""",-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,1,-2,1,0
3296,3296,"""这次是吃完对面台湾小吃来的，说实话让臭豆腐给伤了一下，过来找点安慰，主要孩子得吃正经饭才行，尤其这里有他最爱的小熊猫豆沙包。云吞面不错，面筋道，云吞里大虾个头不小。不过我突然好想吃广州街头随便一家小店的云吞面。扇贝18一个，做淡了，蒜蓉不够，粉丝油油的都没吃，感觉没我自己做的好吃。这个大肠面本来是点给老公的，奇怪的是我俩口味瞬间变了，云吞他爱吃，大肠面我吃了不少，主要想吃酸菜，就是太太油了。厚多士不该要俩球，化成一个半球，感觉冰激凌口味也一般。最近托小熊猫的福，去了三次茉莉了。用料还是不错的，希望更用用心。""",-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,0,0,-2,-2,0,-2
3297,3297,"""口味满分，但是服务只给1分。总分2分全是看在口味。投诉这家的店员。我也是团子大家族的老客了，刚出会员卡那会就办了。团子大家族的甜甜圈确实很好吃。最近出了圣诞礼盒就想买一盒，今天路过的时候问店员有没有卖，店员说必须要预定。之前看了团子大家族的微信推送，只提到了投票前五名可以预定。当时就准备走了。麻麻大人就问店员那怎么预定，是不是要网上点一下。店员一脸不耐烦和嘲讽地说：“直接跟我预定，不是什么都要网上点”。大家评评理，除了现金和刷卡，支付宝和微信哪个不需要网络？登记了信息以后，麻麻大人就说那只能现金吗？我们没带那么多现金，支付宝可以嘛？这个时候来了另外一个客人，这个店员就当我和麻麻大人是空气，直接忽略我们开始给另外一个客人拿甜甜圈。麻麻大人喊她让她扫支付宝码（麻麻大人刚用支付宝，一直以为店家有扫码机一扫就行了），那个店员态度超级差的，冷哼了好几声指指台子上的二维码牌子。扫完付完款以后，麻麻大人就问，你收到钱了没啊，要给我个单子确认一下吧。那个店员说我看一下你付款成功了没有就行了。麻麻大人说，那你过来看下哪。那个店员就非常生气说：我不看。再后来就是旁边一个店员看不下去了来当和事佬，一直在说她也是今天忙云云，而且我是这家的会员，买了东西应该可以积分才对，可是店员完全没有提这件事。这我就不懂了，一个人自己不开心就得怪一个陌生人吗？而且也没有招她惹她。如果觉得有疑义欢迎去查今天下午地铁站附近的录像。身正不怕影子歪。我想我拿走今天预定的这一盒以后再也不会在万达这家店买了。""",1,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-1,-1
3298,3298,"""在步行街逛完街准备回家，到晚上九点多了，去坐地铁的时候偶然间发现的，因为晚上在小吃长沙吃了一份煎豆腐和一份牛杂，豆腐又咸又辣，吃的胃很不舒服，正好喝点粥可以缓解一下，两个人点了一份小米红枣粥和一份鱼片粥，还有一份香煎玉米饼，都是8块钱，很划算，而且鱼片粥很鲜美，小米粥稍微有点甜，也还可以接受，这顿宵夜吃的特别舒服，因为吃的时候已经快十点了，所以店里没什么人，店里环境也是棒棒的，服务也很少，上餐超快，也可能是因为太晚了人少，点了一会儿就上来了，店里还有音乐，很舒缓，一次非常愉快的用餐体验！""",-2,-2,-2,-2,0,-2,1,0,1,-2,1,1,1,1,1,0,-2,-2,1,-2
3299,3299,"""就在花城汇南区海印都荟城那边，tiger的斜对面，平日下午时段人好少，店内挺大的位置也多，餐厅主要是音乐音符主题，环境不错。平日有1元抵10元的代金券，店内有面包蛋糕类的7块到10+块不等，用这个代金券会很划算，用红包零钱买基本相当于免费。要了一个面包，中间有一条肠仔表面有点沙拉油，不算特别好吃但也不难吃，还可以。服务OK，进店店员会很大声欢迎光临，用代金券随便买个包下午茶还不错，主食套餐那些有点贵，也有下午茶餐，二三十不等。""",-2,-2,-2,-2,1,-2,-2,-1,1,0,1,1,1,1,-2,0,-2,-2,1,-2
